customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3789-HJPWX,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.48,1569.64,Yes
3790-KFALY,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.76,314.58,No
3791-FMZQA,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,65.94,2041.86,No
3792-HVHXK,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,73.16,2015.48,No
3793-NXJOG,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,69.02,3564.85,Yes
3794-GJDYR,Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.89,777.08,Yes
3795-YJSNM,Female,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.55,3873.61,No
3796-OPBDU,Male,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.29,1414.27,No
3797-RQJUI,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,49.48,2264.45,No
3798-OLUZI,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,42.08,939.96,Yes
3799-NMZFS,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,63.05,4384.98,No
3800-DTQSC,Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.06,813.46,No
3801-NQMIA,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.89,6273.57,Yes
3802-YQPRB,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,951.64,No
3803-NVWQC,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),98.85,6840.14,No
3804-BHYBB,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.51,2095.63,Yes
3805-ZITUY,Male,0,No,Yes,44,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),60.55,2618.28,Yes
3806-FZLYI,Male,0,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.37,1554.98,Yes
3807-GLZYE,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,1115.48,No
3808-PELXZ,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.13,832.57,Yes
3809-TIWGS,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,70.2,2934.43,No
3810-TWKUL,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.01,4782.74,Yes
3811-CQGVJ,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.38,389.4,No
3812-WOBMD,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,73.76,4135.47,No
3813-RXWAB,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.65,266.95,No
3814-BDCQN,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.75,3555.86,No
3815-BPKYM,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,55.66,3250.74,No
3816-AYWBB,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,74.55,22.93,Yes
3817-UEDLZ,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),86.99,1089.87,Yes
3818-ZCTJT,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.0,412.63,No
3819-RUUUJ,Male,1,No,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.4,3098.55,Yes
3820-AFKBG,Male,0,No,Yes,44,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,45.25,1997.74,No
3821-TUUUR,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,70.57,2342.77,Yes
3822-USDMR,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,77.11,5368.96,No
3823-TYXMS,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.42,182.53,No
3824-QAFST,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.03,252.36,No
3825-AHQUV,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),56.97,3817.12,No
3826-ORGPG,Male,1,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,81.12,2090.81,Yes
3827-QDLMD,Male,0,No,Yes,24,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,53.18,1239.87,No
3828-UAAGI,Male,0,No,No,65,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.47,3320.92,No
3829-APRVO,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,39.47,1872.64,No
3830-FBIDM,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.58,5759.51,Yes
3831-WVKMK,Female,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.9,1032.14,Yes
3832-SHGYP,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),67.94,2994.27,No
3833-CQROQ,Female,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,848.53,Yes
3834-KEPOJ,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,29.15,903.83,No
3835-NBPSH,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.55,713.06,Yes
3836-OJETP,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),67.35,1243.16,No
3837-UZVLW,Female,1,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.23,3121.47,Yes
3838-MIQTL,Female,0,No,No,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.69,1699.15,Yes
3839-YEXLA,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,104.27,No
3840-TPLIM,Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.44,591.84,Yes
3841-QQDNS,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.69,729.93,No
3842-GCALO,Male,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.83,1415.91,No
3843-KJBZD,Female,0,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.4,1629.28,No
3844-QQHWN,Male,0,No,No,42,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,61.5,2663.92,No
3845-XDFSX,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.29,921.62,Yes
3846-DCTFW,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.89,608.68,No
3847-GNLPT,Female,0,Yes,Yes,31,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,60.41,1811.18,Yes
3848-HWBMH,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.59,1554.73,No
3849-YUTPD,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),66.91,3031.62,No
3850-PTFDP,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,69.83,1787.57,No
3851-WWUME,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.65,3633.87,No
3852-OZHGN,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,52.26,1143.91,Yes
3853-GVGWZ,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),73.17,3905.04,No
3854-RJRNJ,Male,0,No,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.58,1579.52,Yes
3855-GZGGE,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,46.46,2637.04,No
3856-ANRMY,Male,1,No,No,31,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,59.33,1928.35,No
3857-HHJQF,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.18,267.38,Yes
3858-OOYPH,Male,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.59,4964.18,Yes
3859-STOCF,Male,0,Yes,No,64,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.65,4056.08,Yes
3860-YHPOM,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.6,211.67,No
3861-ZTORM,Female,1,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,52.32,332.8,No
3862-XHNKF,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.84,668.85,No
3863-XYAYB,Male,0,No,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.09,530.69,No
3864-MAXXD,Female,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.41,1251.43,No
3865-XWBUZ,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,80.75,5324.59,Yes
3866-TPCQE,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,63.24,1440.82,No
3867-ZHLYW,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.8,855.61,Yes
3868-LAAOQ,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,60.63,3774.56,No
3869-BQTZI,Female,1,Yes,No,49,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,78.13,3801.81,Yes
3870-LDMDG,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.92,931.45,Yes
3871-NIWAA,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.48,36.22,Yes
3872-TDAVJ,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,29.81,414.22,No
3873-BUXOC,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),50.42,3266.67,Yes
3874-YWIQU,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),65.31,1409.05,No
3875-MCDDK,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.63,318.22,No
3876-GZKXK,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.6,964.24,No
3877-JEMLJ,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.3,18.8,Yes
3878-GSSSL,Female,0,No,No,64,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.96,4450.01,No
3879-TVOEX,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),69.92,4342.26,No
3880-NLUKE,Male,1,Yes,Yes,63,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.77,4317.78,No
3881-PZRLE,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.81,1422.97,No
3882-PLWBF,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,79.79,1299.58,Yes
3883-WUYDM,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),41.84,297.89,No
3884-JQNXO,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.09,3909.11,Yes
3885-HWXRC,Female,0,No,Yes,9,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.91,541.79,Yes
3886-YQXXG,Female,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),51.39,3393.06,No
3887-MPEDZ,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.98,2603.87,Yes
3888-JMJNZ,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.32,1214.15,Yes
3889-VLAUT,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,72.0,1846.81,No
3890-TGIHM,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.34,4161.43,Yes
3891-NLHUV,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.89,506.83,No
3892-RPKPN,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,71.2,315.98,No
3893-CUBCD,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.46,386.04,Yes
3894-VEJTB,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.18,1273.69,Yes
3895-LEEWA,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),51.97,534.2,No
3896-DUXLL,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.88,3250.7,No
3897-PXQUJ,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,95.06,6774.89,No
3898-QQRBY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,61.77,1468.82,No
3899-DSKQL,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.63,236.18,No
3900-BFIET,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,75.09,2954.18,No
3901-UIWHT,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,74.67,688.52,No
3902-HVUWF,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.8,2350.45,No
3903-CEIGD,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.64,1673.42,Yes
3904-GEKOB,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,612.44,No
3905-MVPGH,Male,0,No,Yes,36,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.92,2021.06,No
3906-FXGRV,Male,0,Yes,No,15,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.57,633.67,No
3907-YVTGC,Female,0,No,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.84,3800.2,Yes
3908-EAOZC,Female,0,No,No,32,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),47.09,1515.77,No
3909-HYIOJ,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.64,2869.52,No
3910-BTESM,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.4,819.13,No
3911-KAVOZ,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1017.62,No
3912-RPIAK,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,75.31,1224.32,Yes
3913-IWKMZ,Male,1,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.56,492.92,No
3914-BNFHR,Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.49,922.66,Yes
3915-PULKF,Male,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,318.4,No
3916-CNBKV,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.49,899.34,No
3917-CRAXA,Female,0,No,Yes,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.1,996.83,No
3918-LOEFP,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.84,1810.42,No
3919-LLCWB,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.08,2741.98,Yes
3920-GBUGK,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.92,1386.98,Yes
3921-KNCNK,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,53.2,1407.23,No
3922-DQPCY,Male,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,73.53,1749.94,Yes
3923-JUOHR,Female,1,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.11,4690.36,No
3924-CGJTI,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.54,3265.05,Yes
3925-NWNKA,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,389.38,No
3926-DZFVZ,Male,0,No,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,923.67,Yes
3927-VECBC,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,69.46,4462.91,No
3928-ISSQR,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.04,297.35,No
3929-KLCRX,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.42,3382.99,No
3930-FGAFR,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.51,989.44,Yes
3931-MVSGS,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),50.89,1820.55,No
3932-ICWLT,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.62,1584.73,No
3933-XRHIM,Female,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.11,1267.08,Yes
3934-HVJQG,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,72.12,2951.61,No
3935-QWRXB,Female,0,Yes,Yes,27,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.25,2171.09,No
3936-CSAUU,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.19,5456.96,No
3937-JUNMI,Male,1,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,49.79,3346.58,No
3938-FFSUJ,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.34,2086.21,No
3939-WCRUS,Male,1,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.4,3206.5,No
3940-EYKJQ,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),67.38,2242.38,Yes
3941-DZURR,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),73.27,4650.72,Yes
3942-ANHBS,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,63.34,708.34,No
3943-OBDAS,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,58.27,3136.29,No
3944-UJATV,Female,0,No,No,43,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),51.29,2212.0,No
